Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable,Room Categor,Community
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 307,CHAPIN 307,CHAPIN 307-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 307,CHAPIN 307,CHAPIN 307-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 308,CHAPIN 308,CHAPIN 308-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 308,CHAPIN 308,CHAPIN 308-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 313,CHAPIN 313,CHAPIN 313-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 313,CHAPIN 313,CHAPIN 313-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 314,CHAPIN 314,CHAPIN 314-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 314,CHAPIN 314,CHAPIN 314-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 317,CHAPIN 317,CHAPIN 317-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 317,CHAPIN 317,CHAPIN 317-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 323,CHAPIN 323,CHAPIN 323-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 323,CHAPIN 323,CHAPIN 323-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 324,CHAPIN 324,CHAPIN 324-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 324,CHAPIN 324,CHAPIN 324-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 326A,CHAPIN 326A,CHAPIN 326A-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 328,CHAPIN 328,CHAPIN 328-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 328,CHAPIN 328,CHAPIN 328-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 329,CHAPIN 329,CHAPIN 329-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 329,CHAPIN 329,CHAPIN 329-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 330,CHAPIN 330,CHAPIN 330-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 330,CHAPIN 330,CHAPIN 330-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 402,CHAPIN 402,CHAPIN 402-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 402,CHAPIN 402,CHAPIN 402-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 404,CHAPIN 404,CHAPIN 404-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 404,CHAPIN 404,CHAPIN 404-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 406,CHAPIN 406,CHAPIN 406-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 406,CHAPIN 406,CHAPIN 406-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 407,CHAPIN 407,CHAPIN 407-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 407,CHAPIN 407,CHAPIN 407-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 426,CHAPIN 426,CHAPIN 426-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 426,CHAPIN 426,CHAPIN 426-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 428,CHAPIN 428,CHAPIN 428-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 428,CHAPIN 428,CHAPIN 428-2,Double,,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 116,CHEN 116 116A,CHEN 116 116A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 116,CHEN 116 116B,CHEN 116 116B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 116,CHEN 116 116C,CHEN 116 116C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 116,CHEN 116 116D,CHEN 116 116D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 118,CHEN 118 118A,CHEN 118 118A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 118,CHEN 118 118B,CHEN 118 118B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 118,CHEN 118 118C,CHEN 118 118C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 118,CHEN 118 118D,CHEN 118 118D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 119,CHEN 119 119A,CHEN 119 119A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 119,CHEN 119 119B,CHEN 119 119B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 119,CHEN 119 119C,CHEN 119 119C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 1,CHEN 119,CHEN 119 119D,CHEN 119 119D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 202,CHEN 202 202A,CHEN 202 202A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 202,CHEN 202 202B,CHEN 202 202B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 202,CHEN 202 202C,CHEN 202 202C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 202,CHEN 202 202D,CHEN 202 202D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 206,CHEN 206 206D,CHEN 206 206D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 207,CHEN 207 207A,CHEN 207 207A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 207,CHEN 207 207B,CHEN 207 207B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 207,CHEN 207 207C,CHEN 207 207C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 207,CHEN 207 207D,CHEN 207 207D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 217,CHEN 217 217A,CHEN 217 217A-1,Single (Suite/Apartment),4.0,Male,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 218,CHEN 218 218A,CHEN 218 218A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 218,CHEN 218 218B,CHEN 218 218B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 218,CHEN 218 218C,CHEN 218 218C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 218,CHEN 218 218D,CHEN 218 218D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 219,CHEN 219 219A,CHEN 219 219A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 219,CHEN 219 219B,CHEN 219 219B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 219,CHEN 219 219C,CHEN 219 219C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 219,CHEN 219 219D,CHEN 219 219D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 222,CHEN 222 222A,CHEN 222 222A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 222,CHEN 222 222B,CHEN 222 222B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 222,CHEN 222 222C,CHEN 222 222C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 2,CHEN 222,CHEN 222 222D,CHEN 222 222D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 302,CHEN 302 302A,CHEN 302 302A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 302,CHEN 302 302B,CHEN 302 302B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 302,CHEN 302 302C,CHEN 302 302C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 302,CHEN 302 302D,CHEN 302 302D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 313,CHEN 313 313A,CHEN 313 313A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 313,CHEN 313 313B,CHEN 313 313B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 313,CHEN 313 313C,CHEN 313 313C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 313,CHEN 313 313D,CHEN 313 313D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 318,CHEN 318 318A,CHEN 318 318A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 318,CHEN 318 318B,CHEN 318 318B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 318,CHEN 318 318C,CHEN 318 318C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 318,CHEN 318 318D,CHEN 318 318D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 319,CHEN 319 319A,CHEN 319 319A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 319,CHEN 319 319B,CHEN 319 319B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 319,CHEN 319 319C,CHEN 319 319C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 319,CHEN 319 319D,CHEN 319 319D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 320,CHEN 320 320A,CHEN 320 320A-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 3,CHEN 320,CHEN 320 320B,CHEN 320 320B-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 401,CHEN 401 401A,CHEN 401 401A-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 401,CHEN 401 401B,CHEN 401 401B-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 402,CHEN 402 402A,CHEN 402 402A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 402,CHEN 402 402B,CHEN 402 402B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 402,CHEN 402 402C,CHEN 402 402C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 402,CHEN 402 402D,CHEN 402 402D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 406,CHEN 406 406A,CHEN 406 406A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 406,CHEN 406 406B,CHEN 406 406B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 406,CHEN 406 406C,CHEN 406 406C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 406,CHEN 406 406D,CHEN 406 406D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 407,CHEN 407 407A,CHEN 407 407A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 407,CHEN 407 407B,CHEN 407 407B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 407,CHEN 407 407C,CHEN 407 407C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 407,CHEN 407 407D,CHEN 407 407D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 417,CHEN 417 417B,CHEN 417 417B-1,Single (Suite/Apartment),4.0,Female,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 418,CHEN 418 418A,CHEN 418 418A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 418,CHEN 418 418B,CHEN 418 418B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 418,CHEN 418 418C,CHEN 418 418C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 4,CHEN 418,CHEN 418 418D,CHEN 418 418D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 506,CHEN 506 506C,CHEN 506 506C-1,Single (Suite/Apartment),4.0,Female,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 507,CHEN 507 507A,CHEN 507 507A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 507,CHEN 507 507B,CHEN 507 507B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 507,CHEN 507 507C,CHEN 507 507C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 507,CHEN 507 507D,CHEN 507 507D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 510,CHEN 510 510B,CHEN 510 510B-1,Single (Suite/Apartment),2.0,Female,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 513,CHEN 513 513A,CHEN 513 513A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 513,CHEN 513 513B,CHEN 513 513B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 513,CHEN 513 513C,CHEN 513 513C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 513,CHEN 513 513D,CHEN 513 513D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 518,CHEN 518 518A,CHEN 518 518A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 518,CHEN 518 518B,CHEN 518 518B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 518,CHEN 518 518C,CHEN 518 518C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 518,CHEN 518 518D,CHEN 518 518D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 519,CHEN 519 519A,CHEN 519 519A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 519,CHEN 519 519B,CHEN 519 519B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 519,CHEN 519 519C,CHEN 519 519C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 519,CHEN 519 519D,CHEN 519 519D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 520,CHEN 520 520A,CHEN 520 520A-1,Single (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 520,CHEN 520 520B,CHEN 520 520B-1,Single (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 520,CHEN 520 520C,CHEN 520 520C-1,Single (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 521,CHEN 521 521A,CHEN 521 521A-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 521,CHEN 521 521B,CHEN 521 521B-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 112,DANOFF 112 112A,DANOFF 112 112A-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 112,DANOFF 112 112B,DANOFF 112 112B-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 114,DANOFF 114 114A,DANOFF 114 114A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 114,DANOFF 114 114B,DANOFF 114 114B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 114,DANOFF 114 114C,DANOFF 114 114C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 114,DANOFF 114 114D,DANOFF 114 114D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 117,DANOFF 117 117A,DANOFF 117 117A-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 117,DANOFF 117 117B,DANOFF 117 117B-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 120,DANOFF 120 120A,DANOFF 120 120A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 120,DANOFF 120 120B,DANOFF 120 120B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 120,DANOFF 120 120C,DANOFF 120 120C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 120,DANOFF 120 120D,DANOFF 120 120D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 124,DANOFF 124 124A,DANOFF 124 124A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 124,DANOFF 124 124B,DANOFF 124 124B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 124,DANOFF 124 124C,DANOFF 124 124C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 1,DANOFF 124,DANOFF 124 124D,DANOFF 124 124D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 205,DANOFF 205 205C,DANOFF 205 205C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 205,DANOFF 205 205D,DANOFF 205 205D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 211,DANOFF 211 211C,DANOFF 211 211C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 211,DANOFF 211 211D,DANOFF 211 211D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 212,DANOFF 212 212A,DANOFF 212 212A-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 212,DANOFF 212 212B,DANOFF 212 212B-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 215,DANOFF 215 215A,DANOFF 215 215A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 215,DANOFF 215 215B,DANOFF 215 215B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 215,DANOFF 215 215C,DANOFF 215 215C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 215,DANOFF 215 215D,DANOFF 215 215D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 219,DANOFF 219 219A,DANOFF 219 219A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 219,DANOFF 219 219B,DANOFF 219 219B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 219,DANOFF 219 219C,DANOFF 219 219C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 219,DANOFF 219 219D,DANOFF 219 219D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 220,DANOFF 220 220A,DANOFF 220 220A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 220,DANOFF 220 220B,DANOFF 220 220B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 220,DANOFF 220 220C,DANOFF 220 220C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 220,DANOFF 220 220D,DANOFF 220 220D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 222,DANOFF 222 222A,DANOFF 222 222A-1,Single (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 222,DANOFF 222 222B,DANOFF 222 222B-1,Single (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 2,DANOFF 222,DANOFF 222 222C,DANOFF 222 222C-1,Single (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 3,DANOFF 304,DANOFF 304 304A,DANOFF 304 304A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 3,DANOFF 304,DANOFF 304 304B,DANOFF 304 304B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 3,DANOFF 304,DANOFF 304 304C,DANOFF 304 304C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 3,DANOFF 304,DANOFF 304 304D,DANOFF 304 304D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 3,DANOFF 312,DANOFF 312 312A,DANOFF 312 312A-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 3,DANOFF 312,DANOFF 312 312B,DANOFF 312 312B-1,Single (Suite/Apartment),2.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 3,DANOFF 314,DANOFF 314 314A,DANOFF 314 314A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 3,DANOFF 314,DANOFF 314 314B,DANOFF 314 314B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
